CommitId;RefactoringType;RefactoringDetail
c8d646ebf857a676a6b682b5e78d382c52b8c5ab;Rename Method;Rename Method	public clearOnDetach_afterLoadClearedAndRestarted_onAttach_beingsREquest() : void renamed to public clearOnDetach_afterLoadClearedAndRestarted_onAttach_beginsRequest() : void in class com.bumptech.glide.request.target.CustomViewTargetTest
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	GenericRequestBuilder<ModelType,DataType,ResourceType,TranscodeType> to GenericRequestBuilder<ModelType,ResourceType,TranscodeType> in method public clone() : GenericRequestBuilder<ModelType,ResourceType,TranscodeType> in class com.bumptech.glide.GenericRequestBuilder
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	other : GenericRequestBuilder<ModelType,?,?,?> to other : GenericRequestBuilder<ModelType,?,?> in method package GenericRequestBuilder(resourceClass Class<ResourceType>, transcodeClass Class<TranscodeType>, other GenericRequestBuilder<ModelType,?,?>) in class com.bumptech.glide.GenericRequestBuilder
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Parameter;Rename Parameter	loadProvider : LoadProvider<ModelType,DataType,ResourceType,TranscodeType> to resourceClass : Class<ResourceType> in method package GenericRequestBuilder(context Context, modelClass Class<ModelType>, resourceClass Class<ResourceType>, transcodeClass Class<TranscodeType>, glide Glide, requestTracker RequestTracker, lifecycle Lifecycle) in class com.bumptech.glide.GenericRequestBuilder
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	loadProvider : LoadProvider<ModelType,DataType,ResourceType,TranscodeType> to resourceClass : Class<ResourceType> in method package GenericRequestBuilder(context Context, modelClass Class<ModelType>, resourceClass Class<ResourceType>, transcodeClass Class<TranscodeType>, glide Glide, requestTracker RequestTracker, lifecycle Lifecycle) in class com.bumptech.glide.GenericRequestBuilder
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	GenericRequestBuilder<ModelType,DataType,ResourceType,TranscodeType> to GenericRequestBuilder<ModelType,ResourceType,TranscodeType> in method public thumbnail(thumbnailRequest GenericRequestBuilder<?,?,TranscodeType>) : GenericRequestBuilder<ModelType,ResourceType,TranscodeType> in class com.bumptech.glide.GenericRequestBuilder
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	thumbnailRequest : GenericRequestBuilder<?,?,?,TranscodeType> to thumbnailRequest : GenericRequestBuilder<?,?,TranscodeType> in method public thumbnail(thumbnailRequest GenericRequestBuilder<?,?,TranscodeType>) : GenericRequestBuilder<ModelType,ResourceType,TranscodeType> in class com.bumptech.glide.GenericRequestBuilder
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	clone : GenericRequestBuilder<ModelType,DataType,ResourceType,TranscodeType> to clone : GenericRequestBuilder<ModelType,ResourceType,TranscodeType> in method public clone() : GenericRequestBuilder<ModelType,ResourceType,TranscodeType> in class com.bumptech.glide.GenericRequestBuilder
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	loadProvider : LoadProvider<ModelType,DataType,ResourceType,TranscodeType> to resourceClass : Class<ResourceType> in method package GenericRequestBuilder(resourceClass Class<ResourceType>, transcodeClass Class<TranscodeType>, other GenericRequestBuilder<ModelType,?,?>) in class com.bumptech.glide.GenericRequestBuilder
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Parameter;Rename Parameter	loadProvider : LoadProvider<ModelType,DataType,ResourceType,TranscodeType> to resourceClass : Class<ResourceType> in method package GenericRequestBuilder(resourceClass Class<ResourceType>, transcodeClass Class<TranscodeType>, other GenericRequestBuilder<ModelType,?,?>) in class com.bumptech.glide.GenericRequestBuilder
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	GenericRequestBuilder<ModelType,DataType,ResourceType,TranscodeType> to GenericRequestBuilder<ModelType,ResourceType,TranscodeType> in method public transcode(transcoder ResourceTranscoder<ResourceType,TranscodeType>, transcodeClass Class<TranscodeType>) : GenericRequestBuilder<ModelType,ResourceType,TranscodeType> in class com.bumptech.glide.GenericTranscodeRequest
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	GenericRequestBuilder<ModelType,DataType,File,File> to GenericRequestBuilder<ModelType,File,File> in method private getDownloadOnlyRequest() : GenericRequestBuilder<ModelType,File,File> in class com.bumptech.glide.GenericTranscodeRequest
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	thumbnailRequest : GenericRequestBuilder<?,?,?,GifDrawable> to thumbnailRequest : GenericRequestBuilder<?,?,GifDrawable> in method public thumbnail(thumbnailRequest GenericRequestBuilder<?,?,GifDrawable>) : GifRequestBuilder<ModelType> in class com.bumptech.glide.GifRequestBuilder
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	GenericRequestBuilder<ModelType,InputStream,GifDrawable,R> to GenericRequestBuilder<ModelType,GifDrawable,R> in method public transcode(transcoder ResourceTranscoder<GifDrawable,R>, transcodeClass Class<R>) : GenericRequestBuilder<ModelType,GifDrawable,R> in class com.bumptech.glide.GifTypeRequest
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	GenericRequestBuilder<ModelType,InputStream,GifDrawable,byte[]> to GenericRequestBuilder<ModelType,GifDrawable,byte[]> in method public toBytes() : GenericRequestBuilder<ModelType,GifDrawable,byte[]> in class com.bumptech.glide.GifTypeRequest
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Attribute;Rename Attribute	dataLoadProviderRegistry : DataLoadProviderRegistry to decoderRegistry : ResourceDecoderRegistry in class com.bumptech.glide.Glide
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Attribute Type;Change Attribute Type	dataLoadProviderRegistry : DataLoadProviderRegistry to decoderRegistry : ResourceDecoderRegistry in class com.bumptech.glide.Glide
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	GenericTranscodeRequest<A,T,Z> to GenericTranscodeRequest<A,Z> in method public as(resourceClass Class<Z>) : GenericTranscodeRequest<A,Z> in class com.bumptech.glide.RequestManager.GenericModelRequest.GenericTypeRequest
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	result : GenericTranscodeRequest<A,T,Z> to result : GenericTranscodeRequest<A,Z> in method public as(resourceClass Class<Z>) : GenericTranscodeRequest<A,Z> in class com.bumptech.glide.RequestManager.GenericModelRequest.GenericTypeRequest
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Attribute Type;Change Attribute Type	transformation : Transformation<T> to transformation : Transformation<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Attribute Type;Change Attribute Type	transcoder : ResourceTranscoder<T,Z> to transcoder : ResourceTranscoder<Z,R> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	Resource<Z> to Resource<R> in method public decodeResultFromCache() : Resource<R> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	Resource<Z> to Resource<R> in method public decodeSourceFromCache() : Resource<R> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	Resource<Z> to Resource<R> in method public decodeFromSource() : Resource<R> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	Resource<T> to Resource<Z> in method private loadFromCache(key Key) : Resource<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	transformation : Transformation<T> to transformation : Transformation<Z> in method package DecodeJob(resourceClass Class<Z>, resultKey EngineKey, width int, height int, fetchers DataFetcherSet, requestContext RequestContext, transformation Transformation<Z>, transcoder ResourceTranscoder<Z,R>, diskCacheProvider DiskCacheProvider, diskCacheStrategy DiskCacheStrategy, priority Priority, fileOpener FileOpener) in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	transcoder : ResourceTranscoder<T,Z> to transcoder : ResourceTranscoder<Z,R> in method package DecodeJob(resourceClass Class<Z>, resultKey EngineKey, width int, height int, fetchers DataFetcherSet, requestContext RequestContext, transformation Transformation<Z>, transcoder ResourceTranscoder<Z,R>, diskCacheProvider DiskCacheProvider, diskCacheStrategy DiskCacheStrategy, priority Priority, fileOpener FileOpener) in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	Resource<Z> to Resource<R> in method private transformEncodeAndTranscode(decoded Resource<Z>) : Resource<R> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	decoded : Resource<T> to decoded : Resource<Z> in method private transformEncodeAndTranscode(decoded Resource<Z>) : Resource<R> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	transformed : Resource<T> to transformed : Resource<Z> in method private writeTransformedToCache(transformed Resource<Z>) : void in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	Resource<T> to Resource<Z> in method private decodeSource(fetcher DataFetcher<T>) : Resource<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	Resource<T> to Resource<Z> in method private decodeFromSourceData(data T) : Resource<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	data : A to data : T in method private decodeFromSourceData(data T) : Resource<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	Resource<T> to Resource<Z> in method private cacheAndDecodeSourceData(data T) : Resource<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	data : A to data : T in method private cacheAndDecodeSourceData(data T) : Resource<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	Resource<T> to Resource<Z> in method private transform(decoded Resource<Z>) : Resource<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	decoded : Resource<T> to decoded : Resource<Z> in method private transform(decoded Resource<Z>) : Resource<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	Resource<Z> to Resource<R> in method private transcode(transformed Resource<Z>) : Resource<R> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	transformed : Resource<T> to transformed : Resource<Z> in method private transcode(transformed Resource<Z>) : Resource<R> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	transformed : Resource<T> to transformed : Resource<Z> in method public decodeResultFromCache() : Resource<R> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	result : Resource<Z> to result : Resource<R> in method public decodeResultFromCache() : Resource<R> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	decoded : Resource<T> to decoded : Resource<Z> in method public decodeSourceFromCache() : Resource<R> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	decoded : Resource<T> to decoded : Resource<Z> in method public decodeFromSource() : Resource<R> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	result : Resource<T> to result : Resource<Z> in method private loadFromCache(key Key) : Resource<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	transformed : Resource<T> to transformed : Resource<Z> in method private transformEncodeAndTranscode(decoded Resource<Z>) : Resource<R> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	result : Resource<Z> to result : Resource<R> in method private transformEncodeAndTranscode(decoded Resource<Z>) : Resource<R> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	writer : SourceWriter<Resource<T>> to writer : SourceWriter<Resource<Z>> in method private writeTransformedToCache(transformed Resource<Z>) : void in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	data : A to data : T in method private decodeSource(fetcher DataFetcher<T>) : Resource<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	decoded : Resource<T> to decoded : Resource<Z> in method private decodeFromSourceData(data T) : Resource<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	writer : SourceWriter<A> to writer : SourceWriter<T> in method private cacheAndDecodeSourceData(data T) : Resource<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	result : Resource<T> to result : Resource<Z> in method private cacheAndDecodeSourceData(data T) : Resource<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Variable Type;Change Variable Type	transformed : Resource<T> to transformed : Resource<Z> in method private transform(decoded Resource<Z>) : Resource<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Attribute;Rename Attribute	fetcher : DataFetcher<A> to fetchers : DataFetcherSet in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Attribute Type;Change Attribute Type	fetcher : DataFetcher<A> to fetchers : DataFetcherSet in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Attribute;Rename Attribute	loadProvider : DataLoadProvider<A,T> to resourceClass : Class<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Attribute Type;Change Attribute Type	loadProvider : DataLoadProvider<A,T> to resourceClass : Class<Z> in class com.bumptech.glide.load.engine.DecodeJob
7d9590c3a334c04435fe4c497ddf920a2e895f62;Split Parameter;Split Parameter	loadProvider : DataLoadProvider<T,Z> to [resourceClass : Class<Z>, transcodeClass : Class<R>] in method public load(resourceClass Class<Z>, transcodeClass Class<R>, signature Key, width int, height int, fetchers DataFetcherSet, requestContext RequestContext, transformation Transformation<Z>, transcoder ResourceTranscoder<Z,R>, priority Priority, isMemoryCacheable boolean, diskCacheStrategy DiskCacheStrategy, cb ResourceCallback) : LoadStatus in class com.bumptech.glide.load.engine.Engine
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Attribute;Rename Attribute	sourceEncoder : Encoder to resourceClass : Class<?> in class com.bumptech.glide.load.engine.EngineKey
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Attribute Type;Change Attribute Type	sourceEncoder : Encoder to resourceClass : Class<?> in class com.bumptech.glide.load.engine.EngineKey
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Attribute;Rename Attribute	transcoder : ResourceTranscoder to transcodeClass : Class<?> in class com.bumptech.glide.load.engine.EngineKey
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Attribute Type;Change Attribute Type	transcoder : ResourceTranscoder to transcodeClass : Class<?> in class com.bumptech.glide.load.engine.EngineKey
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Attribute Type;Change Attribute Type	decodeJob : DecodeJob<?,?,?> to decodeJob : DecodeJob<?,?> in class com.bumptech.glide.load.engine.EngineRunnable
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	decodeJob : DecodeJob<?,?,?> to decodeJob : DecodeJob<?,?> in method public EngineRunnable(manager EngineRunnableManager, decodeJob DecodeJob<?,?>, priority Priority) in class com.bumptech.glide.load.engine.EngineRunnable
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Method;Rename Method	public getResourceFetcher(model File, width int, height int) : DataFetcher<T> renamed to public getDataFetcher(model File, width int, height int) : DataFetcher<T> in class com.bumptech.glide.load.model.FileLoader
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Parameter;Rename Parameter	resourceClass : Class<Y> to dataClass : Class<Y> in method public unregister(modelClass Class<T>, dataClass Class<Y>) : ModelLoaderFactory<T,Y> in class com.bumptech.glide.load.model.GenericLoaderFactory
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Method;Rename Method	public getResourceFetcher(model A, width int, height int) : DataFetcher<ImageVideoWrapper> renamed to public getDataFetcher(model A, width int, height int) : DataFetcher<ImageVideoWrapper> in class com.bumptech.glide.load.model.ImageVideoModelLoader
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Method;Rename Method	public getResourceFetcher(model Integer, width int, height int) : DataFetcher<T> renamed to public getDataFetcher(model Integer, width int, height int) : DataFetcher<T> in class com.bumptech.glide.load.model.ResourceLoader
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Method;Rename Method	public getResourceFetcher(model String, width int, height int) : DataFetcher<T> renamed to public getDataFetcher(model String, width int, height int) : DataFetcher<T> in class com.bumptech.glide.load.model.StringLoader
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Method;Rename Method	public getResourceFetcher(model Uri, width int, height int) : DataFetcher<T> renamed to public getDataFetcher(model Uri, width int, height int) : DataFetcher<T> in class com.bumptech.glide.load.model.UriLoader
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Method;Rename Method	public getResourceFetcher(model URL, width int, height int) : DataFetcher<T> renamed to public getDataFetcher(model URL, width int, height int) : DataFetcher<T> in class com.bumptech.glide.load.model.UrlLoader
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Method;Rename Method	public getResourceFetcher(model T, width int, height int) : DataFetcher<InputStream> renamed to public getDataFetcher(model T, width int, height int) : DataFetcher<InputStream> in class com.bumptech.glide.load.model.stream.BaseGlideUrlLoader
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Method;Rename Method	public getResourceFetcher(model GlideUrl, width int, height int) : DataFetcher<InputStream> renamed to public getDataFetcher(model GlideUrl, width int, height int) : DataFetcher<InputStream> in class com.bumptech.glide.load.model.stream.HttpUrlGlideUrlLoader
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Method;Rename Method	public getResourceFetcher(model Uri, width int, height int) : DataFetcher<InputStream> renamed to public getDataFetcher(model Uri, width int, height int) : DataFetcher<InputStream> in class com.bumptech.glide.load.model.stream.MediaStoreStreamLoader
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Method;Rename Method	public getResourceFetcher(model byte[], width int, height int) : DataFetcher<InputStream> renamed to public getDataFetcher(model byte[], width int, height int) : DataFetcher<InputStream> in class com.bumptech.glide.load.model.stream.StreamByteArrayLoader
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Attribute Type;Change Attribute Type	requestBuilder : GenericRequestBuilder<GifDecoder,GifDecoder,Bitmap,Bitmap> to requestBuilder : GenericRequestBuilder<GifDecoder,Bitmap,Bitmap> in class com.bumptech.glide.load.resource.gif.GifFrameLoader
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Return Type;Change Return Type	GenericRequestBuilder<GifDecoder,GifDecoder,Bitmap,Bitmap> to GenericRequestBuilder<GifDecoder,Bitmap,Bitmap> in method private getRequestBuilder(context Context, gifDecoder GifDecoder, width int, height int, bitmapPool BitmapPool) : GenericRequestBuilder<GifDecoder,Bitmap,Bitmap> in class com.bumptech.glide.load.resource.gif.GifFrameLoader
7d9590c3a334c04435fe4c497ddf920a2e895f62;Change Parameter Type;Change Parameter Type	requestBuilder : GenericRequestBuilder<GifDecoder,GifDecoder,Bitmap,Bitmap> to requestBuilder : GenericRequestBuilder<GifDecoder,Bitmap,Bitmap> in method package GifFrameLoader(callback FrameCallback, gifDecoder GifDecoder, handler Handler, requestBuilder GenericRequestBuilder<GifDecoder,Bitmap,Bitmap>) in class com.bumptech.glide.load.resource.gif.GifFrameLoader
7d9590c3a334c04435fe4c497ddf920a2e895f62;Rename Method;Rename Method	public getResourceFetcher(model GifDecoder, width int, height int) : DataFetcher<GifDecoder> renamed to public getDataFetcher(model GifDecoder, width int, height int) : DataFetcher<GifDecoder> in class com.bumptech.glide.load.resource.gif.GifFrameModelLoader
b2e544773ef978c8c802b4d71cb28ea8705a11ae;Change Return Type;Change Return Type	Request[] to List<Request> in method private getSnapshot() : List<Request> in class com.bumptech.glide.manager.RequestTracker
3422c5754079df8e7a9871f82281b4dde2a78c5e;Extract Method;Extract Method	private createMutableBitmap(config Bitmap.Config) : Bitmap extracted from private createMutableBitmap() : Bitmap in class com.bumptech.glide.load.engine.bitmap_recycle.LruBitmapPoolTest
3422c5754079df8e7a9871f82281b4dde2a78c5e;Extract Variable;Extract Variable	size : int in method package createGlide() : Glide from class com.bumptech.glide.GlideBuilder
7fb36016efb97ee84e206f22d4a1ca3df0c51a23;Rename Method;Rename Method	public initialize(context Context, glide Glide) : void renamed to public registerComponents(context Context, glide Glide) : void in class com.bumptech.glide.integration.okhttp.OkHttpGlideModule
7fb36016efb97ee84e206f22d4a1ca3df0c51a23;Rename Method;Rename Method	public initialize(context Context, glide Glide) : void renamed to public registerComponents(context Context, glide Glide) : void in class com.bumptech.glide.integration.volley.VolleyGlideModule
7fb36016efb97ee84e206f22d4a1ca3df0c51a23;Rename Method;Rename Method	public initialize(context Context, glide Glide) : void renamed to public registerComponents(context Context, glide Glide) : void in class com.bumptech.glide.samples.flickr.FlickrGlideModule
7fb36016efb97ee84e206f22d4a1ca3df0c51a23;Rename Method;Rename Method	public initialize(context Context, glide Glide) : void renamed to public registerComponents(context Context, glide Glide) : void in class com.bumptech.glide.samples.giphy.GiphyGlideModule
7fb36016efb97ee84e206f22d4a1ca3df0c51a23;Rename Method;Rename Method	public initialize(context Context, glide Glide) : void renamed to public registerComponents(context Context, glide Glide) : void in class com.bumptech.glide.module.GlideModule
e099ef65d0d711f300dd2fe6410b8d005c30abf9;Rename Method;Rename Method	public testThrowsOnGetSizeIfConstructedWithoutDimensions() : void renamed to public testConstructorDoesNotThrowWithSizeOriginal() : void in class com.bumptech.glide.request.target.SimpleTargetTest
2664bd8805ba90b54ca8ff226143f2a015c21161;Rename Method;Rename Method	public testDefaultBitmapPoolSizeIsThreeTimesScreenSize() : void renamed to public testDefaultBitmapPoolSize() : void in class com.bumptech.glide.load.engine.cache.MemorySizeCalculatorTest
2664bd8805ba90b54ca8ff226143f2a015c21161;Change Return Type;Change Return Type	int to String in method private toMb(bytes int) : String in class com.bumptech.glide.load.engine.cache.MemorySizeCalculator
b7be7be439d32ef73a5e9dcbeed6cf3d042aca8c;Extract Method;Extract Method	public setDiskCache(diskCacheFactory DiskCache.Factory) : GlideBuilder extracted from public setDiskCache(diskCache DiskCache) : GlideBuilder in class com.bumptech.glide.GlideBuilder
b7be7be439d32ef73a5e9dcbeed6cf3d042aca8c;Rename Parameter;Rename Parameter	diskCache : DiskCache to diskCacheProvider : DiskCacheProvider in method public DecodeJob(resultKey EngineKey, width int, height int, fetcher DataFetcher<A>, loadProvider DataLoadProvider<A,T>, transformation Transformation<T>, transcoder ResourceTranscoder<T,Z>, diskCacheProvider DiskCacheProvider, diskCacheStrategy DiskCacheStrategy, priority Priority) in class com.bumptech.glide.load.engine.DecodeJob
b7be7be439d32ef73a5e9dcbeed6cf3d042aca8c;Change Parameter Type;Change Parameter Type	diskCache : DiskCache to diskCacheProvider : DiskCacheProvider in method public DecodeJob(resultKey EngineKey, width int, height int, fetcher DataFetcher<A>, loadProvider DataLoadProvider<A,T>, transformation Transformation<T>, transcoder ResourceTranscoder<T,Z>, diskCacheProvider DiskCacheProvider, diskCacheStrategy DiskCacheStrategy, priority Priority) in class com.bumptech.glide.load.engine.DecodeJob
b7be7be439d32ef73a5e9dcbeed6cf3d042aca8c;Rename Parameter;Rename Parameter	diskCache : DiskCache to diskCacheProvider : DiskCacheProvider in method package DecodeJob(resultKey EngineKey, width int, height int, fetcher DataFetcher<A>, loadProvider DataLoadProvider<A,T>, transformation Transformation<T>, transcoder ResourceTranscoder<T,Z>, diskCacheProvider DiskCacheProvider, diskCacheStrategy DiskCacheStrategy, priority Priority, fileOpener FileOpener) in class com.bumptech.glide.load.engine.DecodeJob
b7be7be439d32ef73a5e9dcbeed6cf3d042aca8c;Change Parameter Type;Change Parameter Type	diskCache : DiskCache to diskCacheProvider : DiskCacheProvider in method package DecodeJob(resultKey EngineKey, width int, height int, fetcher DataFetcher<A>, loadProvider DataLoadProvider<A,T>, transformation Transformation<T>, transcoder ResourceTranscoder<T,Z>, diskCacheProvider DiskCacheProvider, diskCacheStrategy DiskCacheStrategy, priority Priority, fileOpener FileOpener) in class com.bumptech.glide.load.engine.DecodeJob
b7be7be439d32ef73a5e9dcbeed6cf3d042aca8c;Rename Attribute;Rename Attribute	diskCache : DiskCache to diskCacheProvider : DiskCacheProvider in class com.bumptech.glide.load.engine.DecodeJob
b7be7be439d32ef73a5e9dcbeed6cf3d042aca8c;Change Attribute Type;Change Attribute Type	diskCache : DiskCache to diskCacheProvider : DiskCacheProvider in class com.bumptech.glide.load.engine.DecodeJob
b7be7be439d32ef73a5e9dcbeed6cf3d042aca8c;Rename Parameter;Rename Parameter	diskCache : DiskCache to diskCacheFactory : DiskCache.Factory in method public Engine(memoryCache MemoryCache, diskCacheFactory DiskCache.Factory, diskCacheService ExecutorService, sourceService ExecutorService) in class com.bumptech.glide.load.engine.Engine
b7be7be439d32ef73a5e9dcbeed6cf3d042aca8c;Change Parameter Type;Change Parameter Type	diskCache : DiskCache to diskCacheFactory : DiskCache.Factory in method public Engine(memoryCache MemoryCache, diskCacheFactory DiskCache.Factory, diskCacheService ExecutorService, sourceService ExecutorService) in class com.bumptech.glide.load.engine.Engine
b7be7be439d32ef73a5e9dcbeed6cf3d042aca8c;Rename Parameter;Rename Parameter	diskCache : DiskCache to diskCacheFactory : DiskCache.Factory in method package Engine(cache MemoryCache, diskCacheFactory DiskCache.Factory, diskCacheService ExecutorService, sourceService ExecutorService, jobs Map<Key,EngineJob>, keyFactory EngineKeyFactory, activeResources Map<Key,WeakReference<EngineResource<?>>>, engineJobFactory EngineJobFactory, resourceRecycler ResourceRecycler) in class com.bumptech.glide.load.engine.Engine
b7be7be439d32ef73a5e9dcbeed6cf3d042aca8c;Change Parameter Type;Change Parameter Type	diskCache : DiskCache to diskCacheFactory : DiskCache.Factory in method package Engine(cache MemoryCache, diskCacheFactory DiskCache.Factory, diskCacheService ExecutorService, sourceService ExecutorService, jobs Map<Key,EngineJob>, keyFactory EngineKeyFactory, activeResources Map<Key,WeakReference<EngineResource<?>>>, engineJobFactory EngineJobFactory, resourceRecycler ResourceRecycler) in class com.bumptech.glide.load.engine.Engine
